2,1732511030,0,163,20,-1,-1,20,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1732511020,0,280,13,-1,-1,13,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1732511035,0,299,18,-1,-1,18,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,1732511276,0,169,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,1732511301,0,157,1,-1,-1,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1732511131,63,291,1,-1,-1,1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,1732511396,50,59,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,1732511456,0,62,1,-1,-1,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,1732511491,28,59,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1732511050,285,244,16,-1,-1,16,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,1732511316,19,271,1,-1,-1,1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1732511141,160,343,5,-1,-1,5,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1732511045,149,487,5,-1,-1,5,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,1732511196,487,53,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,1732511166,479,182,6,-1,-1,6,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,1732511406,100,348,2,-1,-1,2,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1732511025,0,831,23,-1,-1,23,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,1732511055,0,804,1,-1,-1,1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,1732511461,0,504,1,-1,-1,1,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1732511060,134,831,10,-1,-1,10,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1732511075,119,856,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1732511110,917,165,10,-1,-1,10,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,1732511501,328,366,3,-1,-1,3,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1732511085,216,896,7,-1,-1,7,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1732511040,818,383,23,-1,-1,23,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,1732511837,215,247,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,1732511120,1073,182,10,-1,-1,10,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,1732511612,0,790,1,-1,-1,1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,1732512213,29,176,1,-1,-1,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1732511065,516,870,17,-1,-1,17,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1732511311,887,262,4,-1,-1,4,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1732511928,270,300,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,1732511126,1250,177,8,-1,-1,8,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,1732511226,512,860,4,-1,-1,4,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,1732511682,173,751,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1732511095,1357,163,13,-1,-1,13,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,1732511506,1093,55,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,1732511993,506,158,3,-1,-1,3,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
210,1732512073,303,286,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,1732512389,14,296,1,-1,-1,1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,1732511752,903,51,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,1732511246,583,879,4,-1,-1,4,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,1732511802,164,766,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
159,1732511817,380,567,3,-1,-1,3,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1732511186,1368,250,8,-1,-1,8,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1732511070,1172,588,22,-1,-1,22,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,1732512409,422,56,3,-1,-1,3,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,1732512008,190,754,1,-1,-1,1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,1732512504,196,265,1,-1,-1,1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1732511080,1751,148,19,-1,-1,19,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,1732512364,369,255,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,1732512288,478,258,3,-1,-1,3,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1732511341,1111,577,4,-1,-1,4,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1732511938,363,737,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
208,1732512063,596,383,3,-1,-1,3,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
173,1732511887,820,352,4,-1,-1,4,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,1732511291,1514,278,8,-1,-1,8,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
307,1732512559,329,247,3,-1,-1,3,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,1732512614,375,167,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
323,1732512639,497,52,3,-1,-1,3,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
211,1732512078,947,170,4,-1,-1,4,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
352,1732512784,373,53,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,1732512188,475,564,2,-1,-1,2,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1732511431,1030,797,4,-1,-1,4,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,1732512013,697,553,4,-1,-1,4,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
341,1732512729,224,341,1,-1,-1,1,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,1732512634,406,298,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,1732511351,1733,258,7,-1,-1,7,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1732511156,1460,746,13,-1,-1,13,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,1732512374,822,170,4,-1,-1,4,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,1732512093,514,806,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1732511181,2182,51,10,-1,-1,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
327,1732512659,601,155,4,-1,-1,4,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
386,1732512955,384,172,3,-1,-1,3,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1732511100,1880,541,19,-1,-1,19,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,1732512624,420,493,3,-1,-1,3,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
